,Chromosome,Start,Stop,Strand,Gene Symbol,gene_biotype,gene_name,gene_source,tag,transcript_biotype,transcript_source,GC-JN-9178-12-IC_S13,GC-JN-9178-9-OC_S10,GC-JN-9178-9-R_S6,GC-JN-9178-Ctrl-IC_S8,GC-JN-9178-12-R_S5,GC-JN-9178-13-R_S11,GC-JN-9178-13-OC_S3,GC-JN-9178-Ctrl-OC_S9,GC-JN-9178-13-IC_S7,GC-JN-9178-11-R_S4,GC-JN-9178-10-R_S15,GC-JN-9178-11-OC_S17,GC-JN-9178-10-OC_S2,GC-JN-9178-9-IC_S12,GC-JN-9178-11-IC_S16,GC-JN-9178-12-OC_S14,GC-JN-9178-10-IC_S1,BLGCSEQ0192-RNAControl1_S18,BLGCSEQ0192-RNAControl3_S20,BLGCSEQ0192-RNAControl2_S19
14164,13,207167372,207191691,+,PFKL,protein_coding,PFKL,ensembl,---,protein_coding,ensembl,62.0,26.0,87.0,116.0,208.0,87.0,221.42,125.0,174.0,206.0,57.0,54.0,125.0,107.0,60.0,83.0,207.0,17.0,11.0,12.0
14170,14,108822812,108833059,+,PGAM1,protein_coding,PGAM1,ensembl,---,protein_coding,ensembl,248.0,108.0,379.0,436.0,908.0,350.0,613.0,245.0,544.0,671.0,453.0,290.0,348.0,381.0,188.0,308.0,764.0,32.0,50.0,46.0
14210,5,6571556,6576871,-,PHETA2,protein_coding,PHETA2,ensembl,---,protein_coding,ensembl,32.0,6.0,62.0,27.0,81.0,38.0,38.0,51.0,46.0,72.0,27.0,23.0,47.0,52.0,40.0,49.0,20.0,0.0,0.0,0.0
14330,8,111698664,111723299,+,PITX2,protein_coding,PITX2,ensembl,---,protein_coding,ensembl,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
14351,10,23689380,23735454,+,PKP1,protein_coding,PKP1,ensembl,---,protein_coding,ensembl,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
14583,13,68302655,68433948,+,PPARG,protein_coding,PPARG,ensembl,---,protein_coding,ensembl,1.0,6.0,4.0,18.0,119.0,17.0,66.0,6.0,53.0,80.0,16.0,7.0,12.0,12.0,0.0,2.0,7.0,3.0,2.0,3.0
14586,8,55652201,55701078,-,PPAT,protein_coding,PPAT,ensembl,---,protein_coding,ensembl,7.0,4.0,1.0,5.0,3.0,4.0,1.0,18.0,4.0,6.0,2.0,0.0,14.0,5.0,0.0,7.0,6.0,1.0,1.0,2.0
14612,12,37485586,37536147,-,PPM1D,protein_coding,PPM1D,ensembl,---,protein_coding,ensembl,33.0,15.0,40.0,70.0,51.0,86.0,47.0,81.0,44.0,46.0,33.0,24.0,52.0,49.0,24.0,71.0,32.0,11.0,7.0,12.0
14758,X,657621,754116,-,PRKX,protein_coding,PRKX,ensembl,---,protein_coding,ensembl,72.0,23.0,43.0,107.0,144.0,142.0,159.0,76.8699,80.0,178.827,50.0,24.0,54.0,88.0,22.0,66.0,117.0,0.0,0.0,2.0
14779,10,60033529,60058497,-,PROSER2,protein_coding,PROSER2,ensembl,---,protein_coding,ensembl,57.0,22.0,36.0,32.0,59.0,66.0,33.0,36.0,33.0,87.0,20.0,22.0,51.0,65.0,29.0,54.0,29.0,0.0,0.0,0.0
14936,3,43321465,43451511,+,PTPDC1,protein_coding,PTPDC1,ensembl,---,protein_coding,ensembl,15.9104,14.0,32.7868,13.2969,40.5707,47.2975,43.2942,37.4159,18.6063,52.6623,32.9222,17.0001,19.8301,41.0216,24.4426,24.362,16.853,0.0,0.0,0.0
15043,7,28632082,28658954,+,RAB23,protein_coding,RAB23,ensembl,---,protein_coding,ensembl,373.0,130.0,498.0,191.0,367.0,324.0,271.0,341.0,271.0,392.0,459.0,462.0,379.0,434.0,500.0,569.0,171.0,0.0,0.0,0.0
15081,X,10293757,10349388,+,RAB9A,protein_coding,RAB9A,ensembl,---,protein_coding,ensembl,22.0,7.0,24.0,85.0,54.0,36.0,76.0,86.358,32.0,62.0,83.0,47.0,31.0,52.9993,33.0,65.0,43.0,4.0,6.0,1.0
15108,5,68133699,68223663,-,RAD52,protein_coding,RAD52,ensembl,---,protein_coding,ensembl,15.0,12.0,17.0,33.0,22.0,33.0,18.0,54.0,17.0,24.0,21.0,8.0,22.0,28.0,14.0,12.0,22.0,0.0,0.0,0.0
15112,2,5123124,5129907,-,RAD9A,protein_coding,RAD9A,ensembl,---,protein_coding,ensembl,15.0,7.0,25.0,30.0,59.0,16.0,47.0,26.0,35.0,46.0,4.0,19.0,33.0,28.0,12.0,14.0,7.0,1.0,0.0,1.0
15119,16,20268793,20435847,+,RAI14,protein_coding,RAI14,ensembl,---,protein_coding,ensembl,1015.01,340.0,1099.0,641.998,1478.01,1131.0,1114.0,1198.99,933.001,1349.0,943.0,634.997,1134.99,1270.99,675.995,1263.99,376.0,1.0,5.0,4.0
15164,11,78950878,79027931,-,RASA3,protein_coding,RASA3,ensembl,---,protein_coding,ensembl,240.0,63.0,360.0,193.0,449.001,267.0,423.0,329.999,273.0,486.998,334.0,183.0,312.0,287.0,163.0,301.0,134.0,3.0,1.0,4.0
15203,6,128030723,128053495,+,RBFA,protein_coding,RBFA,ensembl,---,protein_coding,ensembl,28.3621,11.4837,35.4437,94.0688,49.8404,45.7841,43.4901,92.9588,34.1426,36.4472,34.3644,21.4629,57.2013,59.1896,32.8325,63.2273,122.317,0.0,0.0,0.0
15241,14,105036770,105044766,-,RBP4,protein_coding,RBP4,ensembl,---,protein_coding,ensembl,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,5.0,9.0,9.0
15269,9,131705229,131719289,+,RD3,protein_coding,RD3,ensembl,---,protein_coding,ensembl,2.0,0.0,1.0,2.0,5.0,9.0,3.0,5.0,0.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0
15337,7,29645129,29663190,-,RGL2,protein_coding,RGL2,ensembl,---,protein_coding,ensembl,35.7555,27.7053,57.3563,123.623,158.52,80.9999,98.1513,99.0745,80.7979,108.271,28.7095,49.8001,66.9381,59.1386,50.0928,49.021,102.492,4.9514,2.0,2.68e-09
15357,7,95393959,95930035,+,RGS6,protein_coding,RGS6,ensembl,---,protein_coding,ensembl,20.0,0.0,6.0,4.0,0.0,0.0,6.0,25.0,7.0,2.0,3.0,2.0,4.0,4.0,2.0,28.0,21.0,0.0,0.0,0.0
15417,7,74951060,74955193,+,RIPK3,protein_coding,RIPK3,ensembl,---,protein_coding,ensembl,19.0374,1.0,17.7511,33.2617,76.0,55.0,37.2979,45.0,36.0,45.0,42.0,20.3475,35.6403,48.0117,11.2002,19.0,14.0,0.0,0.0,0.0
15420,17,52088050,52162565,-,RIPOR3,protein_coding,RIPOR3,ensembl,---,protein_coding,ensembl,5.0,0.0,10.0,36.0,2.0,0.0,1.0,10.0,1.0,0.0,7.0,0.0,9.0,2.0,1.0,6.0,27.0,0.0,0.0,0.0
15520,13,175505366,176479483,+,ROBO1,protein_coding,ROBO1,ensembl,---,protein_coding,ensembl,138.0,40.0,138.0,54.0,201.0,122.0,203.0,91.0,151.0,196.0,215.0,122.0,152.0,103.0,112.0,122.0,38.0,27.0,23.0,30.0
15533,1,227574647,227772694,+,RORB,protein_coding,RORB,ensembl,---,protein_coding,ensembl,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,4.0,5.0,3.0
15582,X,98178150,98181333,-,RPL39,protein_coding,RPL39,ensembl,---,protein_coding,ensembl,15.0,14.0,58.0,36.0,59.0,49.0,44.0,24.0,44.0,51.0,32.0,22.0,34.0,52.0,17.0,52.0,59.0,0.0,0.0,0.0
15712,15,44975142,44989422,-,RWDD4,protein_coding,RWDD4,ensembl,---,protein_coding,ensembl,22.0,24.0,60.0,134.0,109.0,66.0,70.0,61.0,66.0,107.0,169.0,40.0,71.0,91.0,22.0,68.0,104.0,0.0,0.0,0.0
15783,12,52911723,52913364,-,SAT2,protein_coding,SAT2,ensembl,---,protein_coding,ensembl,19.0,4.0,12.0,11.0,16.0,17.0,20.0,19.0,10.0,27.0,9.0,4.0,9.0,19.0,7.0,16.0,20.0,0.0,0.0,0.0
15920,6,53470787,53474653,+,SELENOW,protein_coding,SELENOW,ensembl,---,protein_coding,ensembl,61.0,25.0,136.0,126.0,123.0,89.0,41.0,59.0,53.0,80.0,103.0,30.0,82.0,82.0,27.0,110.0,184.0,0.0,0.0,0.0
15973,1,157841510,157866914,-,SERPINB10,protein_coding,SERPINB10,ensembl,---,protein_coding,ensembl,1.0,0.0,12.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
16095,2,68942449,68948992,+,SHFL,protein_coding,SHFL,ensembl,---,protein_coding,ensembl,13.0,5.0,19.0,18.0,31.0,4.0,33.0,30.0,21.0,24.0,5.0,19.0,10.0,25.0,18.0,15.0,9.0,1.0,0.0,1.0
16145,1,189619853,189628188,-,SIX1,protein_coding,SIX1,ensembl,---,protein_coding,ensembl,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,4.0,1.0,0.0
16224,7,75734867,75741113,+,SLC22A17,protein_coding,SLC22A17,ensembl,---,protein_coding,ensembl,83.0,22.0,66.0,59.0,184.0,80.0,199.0,145.0,202.0,194.0,113.0,54.0,126.0,70.0,79.0,69.0,59.0,0.0,1.0,2.0
16264,12,18914434,18919760,+,SLC25A39,protein_coding,SLC25A39,ensembl,---,protein_coding,ensembl,13.0,9.0,8.0,41.0,85.0,84.0,43.0,23.0,40.0,52.0,45.0,15.0,21.0,31.0,22.0,19.0,64.0,2.0,1.0,2.0
16287,7,39217332,39234689,+,SLC29A1,protein_coding,SLC29A1,ensembl,---,protein_coding,ensembl,80.0,36.0,117.0,193.0,215.0,111.0,136.0,100.0,137.0,166.0,124.0,63.0,153.0,140.0,134.0,91.0,180.0,0.0,6.0,1.0
16332,16,71589599,71693503,+,SLC36A2,protein_coding,SLC36A2,ensembl,---,protein_coding,ensembl,2.0,0.0,0.0,0.0,2.98841,7.45e-08,11.0,1.49e-07,4.99986,4.25893,9.69e-07,0.0,0.0,1.03738,0.0,6.0,2.24e-07,0.0,0.0,0.0
16341,5,77113493,77127651,-,SLC38A2,protein_coding,SLC38A2,ensembl,---,protein_coding,ensembl,464.0,139.0,383.0,341.0,470.0,549.0,533.0,466.0,523.0,721.0,709.0,565.0,790.0,414.0,313.0,948.0,422.0,19.0,26.0,19.0
16342,13,32683191,32704536,+,SLC38A3,protein_coding,SLC38A3,ensembl,---,protein_coding,ensembl,3.0,0.0,4.0,52.0,8.0,1.0,3.0,5.0,0.0,1.0,0.0,2.0,5.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0
16360,15,94140725,94168211,-,SLC40A1,protein_coding,SLC40A1,ensembl,---,protein_coding,ensembl,120.0,47.0,162.0,295.0,425.0,205.0,180.0,462.0,134.0,378.0,302.0,161.0,156.0,138.0,163.0,145.0,199.0,0.0,0.0,0.0
16379,13,137637821,137739090,-,SLC49A4,protein_coding,SLC49A4,ensembl,---,protein_coding,ensembl,44.0,19.0,83.0,119.0,56.0,30.0,60.0,95.0,42.0,83.0,122.0,34.0,47.0,94.0,36.0,58.0,74.0,1.0,2.0,1.0
16441,2,107814844,107887384,-,SLCO4C1,protein_coding,SLCO4C1,ensembl,---,protein_coding,ensembl,2.0,3.0,4.0,13.0,3.0,6.0,5.0,20.0,4.0,2.0,13.0,7.0,5.0,1.0,14.0,7.0,1.0,0.0,0.0,0.0
16442,4,65439178,65583214,+,SLCO5A1,protein_coding,SLCO5A1,ensembl,---,protein_coding,ensembl,0.0,2.0,3.0,62.0,2.0,0.0,3.0,9.0,0.0,8.0,0.0,0.0,0.0,16.0,3.0,9.0,64.0,0.0,0.0,0.0
16492,6,103808066,103986145,-,SMCHD1,protein_coding,SMCHD1,ensembl,---,protein_coding,ensembl,202.0,100.0,232.0,321.0,274.0,267.0,284.0,342.0,203.0,446.0,340.0,294.0,287.0,291.0,181.0,356.0,209.0,19.0,20.0,28.0
16524,6,85060317,85084484,+,SMPDL3B,protein_coding,SMPDL3B,ensembl,---,protein_coding,ensembl,0.0,13.8485,29.9708,18.0441,196.124,20.1158,186.097,5.25854,139.317,187.671,33.5131,16.7919,35.48,26.8621,2.04e-27,7.81717,16.2602,0.0,0.0,0.0
16532,12,14368256,14489018,+,SMURF2,protein_coding,SMURF2,ensembl,---,protein_coding,ensembl,116.0,62.0,162.0,113.0,149.0,188.0,119.0,158.0,117.0,224.0,200.0,138.0,156.0,198.0,136.0,167.0,112.0,11.0,5.0,12.0
16542,2,50831116,51006695,+,SNAP47,protein_coding,SNAP47,ensembl,---,protein_coding,ensembl,59.0,10.0,60.0,119.0,47.0,61.0,41.0,106.0,71.0,56.0,42.0,51.0,84.0,72.0,11.0,63.0,85.0,0.0,2.0,1.0
16772,3,40184719,40190519,+,SPSB3,protein_coding,SPSB3,ensembl,---,protein_coding,ensembl,47.0,8.0,59.0,127.0,75.0,25.0,35.0,201.0,48.0,35.0,55.0,15.0,51.0,36.0,26.0,34.0,29.0,0.0,1.0,2.0
16875,12,23004720,23022211,+,STAC2,protein_coding,STAC2,ensembl,---,protein_coding,ensembl,338.0,152.0,339.0,480.999,196.0,267.0,488.999,974.003,247.0,245.0,390.0,189.0,496.001,714.999,263.0,601.001,307.0,0.0,0.0,0.0
16891,1,103834852,103859514,-,STARD6,protein_coding,STARD6,ensembl,---,protein_coding,ensembl,2.0,0.0,4.0,0.0,0.0,17.0,1.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
16905,15,24736594,24787872,+,STEAP3,protein_coding,STEAP3,ensembl,---,protein_coding,ensembl,16.0,11.0,14.0,51.0,153.0,36.0,114.0,24.0,118.0,153.0,12.0,3.0,15.0,29.0,2.0,13.0,138.0,6.0,4.0,2.0
16940,7,104032725,104189688,-,STON2,protein_coding,STON2,ensembl,---,protein_coding,ensembl,25.0,4.0,2.0,16.0,6.0,0.0,1.0,53.0,11.0,4.0,0.0,0.0,10.0,8.0,4.0,31.0,42.0,1.0,1.0,1.0
17047,1,54563113,54598408,-,SYNCRIP,protein_coding,SYNCRIP,ensembl,---,protein_coding,ensembl,455.0,252.0,476.0,347.0,575.0,606.0,483.0,441.0,366.0,819.003,746.001,577.0,508.0,655.0,441.001,923.0,378.0,68.0,91.0,115.0
17057,8,104677580,104873792,-,SYNPO2,protein_coding,SYNPO2,ensembl,---,protein_coding,ensembl,10668.3,2657.01,7661.06,5257.04,4442.0,6326.04,4788.94,10075.8,5125.0,4202.94,5933.96,6082.85,8151.2,9686.3,5904.77,14800.7,2778.02,1.0,2.0,1.0
17069,1,190874964,191026662,+,SYT16,protein_coding,SYT16,ensembl,---,protein_coding,ensembl,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
17075,4,106425692,106486932,+,SYT6,protein_coding,SYT6,ensembl,---,protein_coding,ensembl,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
17140,4,98620167,98644614,-,TARS2,protein_coding,TARS2,ensembl,---,protein_coding,ensembl,30.8825,21.8612,37.1225,82.6122,57.7704,36.5649,42.9391,93.0383,44.9596,48.9582,47.2674,9.68148,33.6593,61.2468,12.2185,55.9532,63.3769,1.0,3.0,3.0
17190,18,50365988,50378085,+,TBRG4,protein_coding,TBRG4,ensembl,---,protein_coding,ensembl,30.0,7.0,33.0,160.0,89.0,92.9999,76.0,87.0,49.0,70.0,56.0,24.0,55.0,56.0,32.0,53.0,195.0,0.0,0.0,0.0
17204,13,27648009,27703557,+,TCAIM,protein_coding,TCAIM,ensembl,---,protein_coding,ensembl,35.0,22.0,54.0,72.0,69.0,78.0,33.0,70.0,36.0,77.0,112.0,36.0,52.0,45.0,16.0,68.0,64.0,1.0,3.0,0.0
17235,13,31991567,31998169,+,TCTA,protein_coding,TCTA,ensembl,---,protein_coding,ensembl,27.0,9.0,41.0,55.0,64.0,9.0,50.0,139.0,37.0,65.0,11.0,8.0,34.0,48.0,26.0,17.0,30.0,0.0,0.0,0.0
17248,7,41468780,41483638,+,TDRD6,protein_coding,TDRD6,ensembl,---,protein_coding,ensembl,5.0,0.0,10.0,1.0,0.0,9.0,1.0,0.0,13.0,3.0,4.0,8.0,1.0,11.0,0.0,4.0,3.0,0.0,0.0,0.0
17256,3,5414073,5442944,-,TECPR1,protein_coding,TECPR1,ensembl,---,protein_coding,ensembl,18.0,4.0,23.0,33.0,26.0,19.0,34.0,56.0,24.0,31.0,11.0,12.0,10.0,32.0,6.0,20.0,11.0,1.0,0.0,0.0
17352,1,855030,882474,+,THBS2,protein_coding,THBS2,ensembl,---,protein_coding,ensembl,2042.0,736.001,2729.98,1183.01,3591.09,1815.0,3246.01,2462.01,3401.99,2686.99,2602.98,1330.0,3374.03,3063.99,1516.01,3722.05,912.001,4.0,4.0,7.0
17541,15,17262138,17543399,+,TMEM163,protein_coding,TMEM163,ensembl,---,protein_coding,ensembl,0.0,0.0,0.0,0.0,37.0,7.0,25.0,1.0,3.0,33.0,35.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0
17548,18,6337834,6342556,-,TMEM176A,protein_coding,TMEM176A,ensembl,---,protein_coding,ensembl,2.0,0.0,1.0,0.0,11.0,23.0,6.0,0.0,2.0,3.0,0.0,0.0,12.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0
17618,6,63969440,63974287,-,TMEM52,protein_coding,TMEM52,ensembl,---,protein_coding,ensembl,3.0,1.0,1.0,52.0,0.0,0.0,1.0,85.0,0.0,8.0,0.0,2.0,6.0,3.0,3.0,3.0,22.0,0.0,0.0,0.0
17712,6,59366828,59382729,-,TNNI3,protein_coding,TNNI3,ensembl,---,protein_coding,ensembl,151.748,207.961,42.3111,26197.3,0.719248,896.793,117.385,2692.25,7.98518,4.22e-06,31.777,7.31569,670.246,1702.09,14.0,189.998,38685.7,0.0,0.0,0.0
17835,10,43434444,43516095,-,TRDMT1,protein_coding,TRDMT1,ensembl,---,protein_coding,ensembl,33.0,19.0,41.0,16.0,61.0,33.0,41.0,52.0,48.0,61.0,60.0,37.0,53.0,51.0,40.0,75.0001,18.0,0.0,1.0,0.0
17837,9,45949894,45965342,-,TREH,protein_coding,TREH,ensembl,---,protein_coding,ensembl,0.0,12.0,17.0,2.0,249.0,10.0,114.0,1.0,59.0,303.0,53.0,10.0,4.0,22.0,3.0,0.0,6.0,0.0,0.0,0.0
17876,3,111834151,111852746,-,TRIM54,protein_coding,TRIM54,ensembl,---,protein_coding,ensembl,15.0,23.0,19.0,405.0,19.0,38.0,18.0,34.0,8.0,21.0,72.0,37.0,70.0,97.0,82.0,35.0,764.999,0.0,0.0,0.0
17916,3,110383634,110401926,+,TRMT61B,protein_coding,TRMT61B,ensembl,---,protein_coding,ensembl,21.0,6.0,16.0,19.0,27.0,8.0,10.0,15.0,11.0,34.0,63.0,21.0,24.0,27.0,23.0,26.0,11.0,3.0,0.0,0.0
17964,5,66852873,66911574,+,TSPAN11,protein_coding,TSPAN11,ensembl,---,protein_coding,ensembl,13.0,2.0,1.0,16.0,29.0,13.0,41.0,17.0,58.0,17.0,28.0,1.0,27.0,11.0,0.0,30.0,44.0,0.0,0.0,0.0
18042,5,15149099,15269268,-,TUBA1B,protein_coding,TUBA1B,ensembl,---,protein_coding,ensembl,5454.68,1465.58,5247.9,1985.83,8501.28,3948.06,3591.09,2565.42,3081.48,6506.02,4150.21,4653.92,4606.6,5730.83,4716.01,9310.61,1985.19,521.031,637.659,716.95
18222,9,77914958,78216737,+,UMAD1,protein_coding,UMAD1,ensembl,---,protein_coding,ensembl,16.7953,4.99384,21.2461,4.41924,30.9853,6.0,25.0,9.97459,17.0,44.0492,36.5481,22.8178,24.7731,22.3476,3.62146,14.2524,5.0,1.0,0.0,0.0
18234,8,124149968,124530604,+,UNC5C,protein_coding,UNC5C,ensembl,---,protein_coding,ensembl,160.0,39.0,129.0,45.0,160.0,99.0001,182.0,132.0,163.0,151.0,115.0,143.0,180.0,139.0,136.0,305.0,43.0,0.0,0.0,0.0
18275,11,4612277,4689433,-,USP12,protein_coding,USP12,ensembl,---,protein_coding,ensembl,93.0,35.0,117.0,112.0,127.0,97.0,106.0,99.0,80.0,117.0,140.0,80.0,167.0,156.0,74.0,185.0,64.0,1.0,1.0,0.0
18307,6,79744932,79810673,-,USP48,protein_coding,USP48,ensembl,---,protein_coding,ensembl,90.0,29.0,115.0,157.0,140.0,141.0,120.0,220.0,102.0,195.0,213.0,113.0,97.9999,136.0,79.0,140.0,132.0,14.0,8.0,17.0
18427,3,120177901,120288163,-,VSNL1,protein_coding,VSNL1,ensembl,---,protein_coding,ensembl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
18437,6,63695170,63700288,+,VWA1,protein_coding,VWA1,ensembl,---,protein_coding,ensembl,237.0,48.0,138.0,198.0,98.0,170.0,114.0,323.0,129.0,105.0,152.0,108.0,304.0,206.0,115.0,292.0,156.0,0.0,0.0,0.0
18527,3,41136200,41138786,-,WFIKKN1,protein_coding,WFIKKN1,ensembl,---,protein_coding,ensembl,3.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18573,13,29150379,29159638,-,XCR1,protein_coding,XCR1,ensembl,---,protein_coding,ensembl,0.0,5.0,19.0,2.0,5.0,30.0,1.0,2.0,1.0,21.0,0.0,22.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0
18815,17,49258542,49390400,-,ZMYND8,protein_coding,ZMYND8,ensembl,---,protein_coding,ensembl,139.0,29.0,91.0,212.0,159.0,118.0,157.0,268.0,89.0,176.0,117.0,79.0,110.0,144.0,39.0,129.0,126.0,20.0,16.0,19.0
18917,6,34932594,35299693,+,ZNF423,protein_coding,ZNF423,ensembl,---,protein_coding,ensembl,154.0,37.0,115.0,258.0,129.0,160.0,197.0,514.0,95.0,147.0,140.0,43.0,227.0,181.0,53.0,168.0,163.0,6.0,8.0,11.0
19049,18,20834506,20888092,+,ZNF800,protein_coding,ZNF800,ensembl,---,protein_coding,ensembl,189.0,65.0,134.0,164.0,143.0,256.0,225.0,215.0,192.0,277.0,200.0,230.0,130.0,219.0,154.0,218.0,106.0,15.0,14.0,15.0
